                                        Data Report
                                                                  File created on:2022-08-21 08:08:23

Device Model:GSP-6
Serial Number:EFG217104173
Trip Description:GSP-6 temperature & humidity Data Logger
Logging Interval:0:1:0
Start Time:2022-08-20 18:34:55
Button Stop:Enable
Storage Mode:Stop when full
Alarm Tone:Disable
Alarm Logging Interval Shorten (1 min):Disable
Data Points:814
Mean Kinetic Temperature (MKT):23,8
First Reading:2022-08-20 18:34:55
Last Reading:2022-08-21 08:07:55
Maximum(Temperature):26,0°C/57,6%
Minimum(Temperature):22,4°C/51,6%
Average(Temperature):23,8°C/56,6%
First Alarm:N/A/N/A
Logging Duration:0D 13H 33M 0S
H1:(Temperature)    60°C    Normal
L1:(Temperature)    -30°C    Normal
H1:(Humidity)    90%    Normal
L1:(Humidity)    10%    Normal


       No.                      TimeTemperature°C  Humidity%
       596           21.08.2022 04:29:55      23,6           56,6
       597           21.08.2022 04:30:55      23,6           56,6
       598           21.08.2022 04:31:55      23,6           56,6
       599           21.08.2022 04:32:55      23,6           56,6
       600           21.08.2022 04:33:55      23,6           56,7
       601           21.08.2022 04:34:55      23,6           56,7
       602           21.08.2022 04:35:55      23,6           56,7
       603           21.08.2022 04:36:55      23,6           56,6
       604           21.08.2022 04:37:55      23,6           56,7
       605           21.08.2022 04:38:55      23,6           56,7
       606           21.08.2022 04:39:55      23,6           56,7
       607           21.08.2022 04:40:55      23,6           56,7
       608           21.08.2022 04:41:55      23,6           56,7
       609           21.08.2022 04:42:55      23,6           56,8
       610           21.08.2022 04:43:55      23,6           56,8
       611           21.08.2022 04:44:55      23,6           56,7
       612           21.08.2022 04:45:55      23,6           56,7
       613           21.08.2022 04:46:55      23,6           56,6
       614           21.08.2022 04:47:55      23,6           56,7
       615           21.08.2022 04:48:55      23,6           56,6
       616           21.08.2022 04:49:55      23,6           56,6
       617           21.08.2022 04:50:55      23,6           56,6
       618           21.08.2022 04:51:55      23,6           56,6
       619           21.08.2022 04:52:55      23,6           56,6
       620           21.08.2022 04:53:55      23,6           56,6
       621           21.08.2022 04:54:55      23,6           56,5
       622           21.08.2022 04:55:55      23,6           56,6
       623           21.08.2022 04:56:55      23,6           56,6
       624           21.08.2022 04:57:55      23,6           56,6
       625           21.08.2022 04:58:55      23,6           56,5
       626           21.08.2022 04:59:55      23,6           56,5
       627           21.08.2022 05:00:55      23,6           56,5
       628           21.08.2022 05:01:55      23,6           56,5
       629           21.08.2022 05:02:55      23,6           56,5
       630           21.08.2022 05:03:55      23,6           56,4
       631           21.08.2022 05:04:55      23,6           56,4
       632           21.08.2022 05:05:55      23,6           56,5
       633           21.08.2022 05:06:55      23,6           56,4
       634           21.08.2022 05:07:55      23,6           56,5
       635           21.08.2022 05:08:55      23,6           56,4
       636           21.08.2022 05:09:55      23,6           56,4
       637           21.08.2022 05:10:55      23,6           56,4
       638           21.08.2022 05:11:55      23,6           56,4
       639           21.08.2022 05:12:55      23,6           56,4
       640           21.08.2022 05:13:55      23,6           56,4
       641           21.08.2022 05:14:55      23,6           56,4
       642           21.08.2022 05:15:55      23,6           56,4
       643           21.08.2022 05:16:55      23,6           56,5
       644           21.08.2022 05:17:55      23,6           56,4
       645           21.08.2022 05:18:55      23,6           56,4
       646           21.08.2022 05:19:55      23,6           56,4
       647           21.08.2022 05:20:55      23,6           56,5
       648           21.08.2022 05:21:55      23,6           56,5
       649           21.08.2022 05:22:55      23,6           56,5
       650           21.08.2022 05:23:55      23,6           56,5
       651           21.08.2022 05:24:55      23,6           56,5
       652           21.08.2022 05:25:55      23,6           56,4
       653           21.08.2022 05:26:55      23,6           56,4
       654           21.08.2022 05:27:55      23,6           56,6
       655           21.08.2022 05:28:55      23,6           56,5
       656           21.08.2022 05:29:55      23,6           56,5
       657           21.08.2022 05:30:55      23,6           56,6
       658           21.08.2022 05:31:55      23,6           56,4
       659           21.08.2022 05:32:55      23,6           56,5
       660           21.08.2022 05:33:55      23,6           56,5
       661           21.08.2022 05:34:55      23,6           56,4
       662           21.08.2022 05:35:55      23,6           56,5
       663           21.08.2022 05:36:55      23,6           56,6
       664           21.08.2022 05:37:55      23,6           56,5
       665           21.08.2022 05:38:55      23,6           56,5
       666           21.08.2022 05:39:55      23,6           56,6
       667           21.08.2022 05:40:55      23,6           56,4
       668           21.08.2022 05:41:55      23,5           56,5
       669           21.08.2022 05:42:55      23,5           56,3
       670           21.08.2022 05:43:55      23,5           56,4
       671           21.08.2022 05:44:55      23,5           56,4
       672           21.08.2022 05:45:55      23,5           56,4
       673           21.08.2022 05:46:55      23,5           56,4
       674           21.08.2022 05:47:55      23,5           56,4
       675           21.08.2022 05:48:55      23,5           56,4
       676           21.08.2022 05:49:55      23,5           56,4
       677           21.08.2022 05:50:55      23,5           56,4
       678           21.08.2022 05:51:55      23,5           56,4
       679           21.08.2022 05:52:55      23,5           56,4
       680           21.08.2022 05:53:55      23,5           56,5
       681           21.08.2022 05:54:55      23,5           56,5
       682           21.08.2022 05:55:55      23,5           56,5
       683           21.08.2022 05:56:55      23,5           56,6
       684           21.08.2022 05:57:55      23,5           56,6
       685           21.08.2022 05:58:55      23,5           56,6
       686           21.08.2022 05:59:55      23,5           56,6
       687           21.08.2022 06:00:55      23,5           56,6
       688           21.08.2022 06:01:55      23,5           56,6
       689           21.08.2022 06:02:55      23,5           56,7
       690           21.08.2022 06:03:55      23,5           56,7
       691           21.08.2022 06:04:55      23,5           56,8
       692           21.08.2022 06:05:55      23,5           56,7
       693           21.08.2022 06:06:55      23,5           56,5
       694           21.08.2022 06:07:55      23,5           56,5
       695           21.08.2022 06:08:55      23,5           56,5
       696           21.08.2022 06:09:55      23,5           56,5
       697           21.08.2022 06:10:55      23,5           56,6
       698           21.08.2022 06:11:55      23,5           56,8
       699           21.08.2022 06:12:55      23,5           56,6
       700           21.08.2022 06:13:55      23,5           56,7
       701           21.08.2022 06:14:55      23,5           56,6
       702           21.08.2022 06:15:55      23,5           56,6
       703           21.08.2022 06:16:55      23,5           56,6
       704           21.08.2022 06:17:55      23,5           56,5
       705           21.08.2022 06:18:55      23,5           56,5
       706           21.08.2022 06:19:55      23,5           56,4
       707           21.08.2022 06:20:55      23,5           56,5
       708           21.08.2022 06:21:55      23,5           56,5
       709           21.08.2022 06:22:55      23,5           56,5
       710           21.08.2022 06:23:55      23,5           56,5
       711           21.08.2022 06:24:55      23,5           56,5
       712           21.08.2022 06:25:55      23,5           56,5
       713           21.08.2022 06:26:55      23,5           56,5
       714           21.08.2022 06:27:55      23,5           56,6
       715           21.08.2022 06:28:55      23,5           56,6
       716           21.08.2022 06:29:55      23,5           56,6
       717           21.08.2022 06:30:55      23,5           56,6
       718           21.08.2022 06:31:55      23,5           56,8
       719           21.08.2022 06:32:55      23,5           56,6
       720           21.08.2022 06:33:55      23,5           56,8
       721           21.08.2022 06:34:55      23,5           56,6
       722           21.08.2022 06:35:55      23,5           56,7
       723           21.08.2022 06:36:55      23,5           56,6
       724           21.08.2022 06:37:55      23,5           56,6
       725           21.08.2022 06:38:55      23,5           56,7
       726           21.08.2022 06:39:55      23,5           56,5
       727           21.08.2022 06:40:55      23,5           56,5
       728           21.08.2022 06:41:55      23,5           56,6
       729           21.08.2022 06:42:55      23,5           56,5
       730           21.08.2022 06:43:55      23,5           56,5
       731           21.08.2022 06:44:55      23,5           56,6
       732           21.08.2022 06:45:55      23,5           56,6
       733           21.08.2022 06:46:55      23,5           56,5
       734           21.08.2022 06:47:55      23,5           56,5
       735           21.08.2022 06:48:55      23,5           56,5
       736           21.08.2022 06:49:55      23,5           56,6
       737           21.08.2022 06:50:55      23,5           56,5
       738           21.08.2022 06:51:55      23,5           56,5
       739           21.08.2022 06:52:55      23,5           56,5
       740           21.08.2022 06:53:55      23,5           56,5
       741           21.08.2022 06:54:55      23,5           56,5
       742           21.08.2022 06:55:55      23,5           56,5
       743           21.08.2022 06:56:55      23,5           56,5
       744           21.08.2022 06:57:55      23,5           56,5
       745           21.08.2022 06:58:55      23,5           56,5
       746           21.08.2022 06:59:55      23,5           56,5
       747           21.08.2022 07:00:55      23,5           56,5
       748           21.08.2022 07:01:55      23,5           56,5
       749           21.08.2022 07:02:55      23,5           56,5
       750           21.08.2022 07:03:55      23,5           56,5
       751           21.08.2022 07:04:55      23,5           56,6
       752           21.08.2022 07:05:55      23,5           56,6
       753           21.08.2022 07:06:55      23,5           56,7
       754           21.08.2022 07:07:55      23,5           56,6
       755           21.08.2022 07:08:55      23,5           56,7
       756           21.08.2022 07:09:55      23,5           56,6
       757           21.08.2022 07:10:55      23,5           56,7
       758           21.08.2022 07:11:55      23,5           56,6
       759           21.08.2022 07:12:55      23,5           56,9
       760           21.08.2022 07:13:55      23,5           56,9
       761           21.08.2022 07:14:55      23,5           56,7
       762           21.08.2022 07:15:55      23,5           56,6
       763           21.08.2022 07:16:55      23,5           56,6
       764           21.08.2022 07:17:55      23,5           56,6
       765           21.08.2022 07:18:55      23,5           56,6
       766           21.08.2022 07:19:55      23,5           56,7
       767           21.08.2022 07:20:55      23,5           56,9
       768           21.08.2022 07:21:55      23,5           56,8
       769           21.08.2022 07:22:55      23,5           56,9
       770           21.08.2022 07:23:55      23,5           56,7
       771           21.08.2022 07:24:55      23,5           56,7
       772           21.08.2022 07:25:55      23,5           56,8
       773           21.08.2022 07:26:55      23,5           56,9
       774           21.08.2022 07:27:55      23,5           56,9
       775           21.08.2022 07:28:55      23,5           56,8
       776           21.08.2022 07:29:55      23,5           56,7
       777           21.08.2022 07:30:55      23,5           56,7
       778           21.08.2022 07:31:55      23,5           56,6
       779           21.08.2022 07:32:55      23,5           56,6
       780           21.08.2022 07:33:55      23,5           56,6
       781           21.08.2022 07:34:55      23,5           56,6
       782           21.08.2022 07:35:55      23,5           56,5
       783           21.08.2022 07:36:55      23,5           56,5
       784           21.08.2022 07:37:55      23,5           57,2
       785           21.08.2022 07:38:55      23,5           56,7
       786           21.08.2022 07:39:55      23,5           56,8
       787           21.08.2022 07:40:55      23,5           56,8
       788           21.08.2022 07:41:55      23,5           56,7
       789           21.08.2022 07:42:55      23,5           56,8
       790           21.08.2022 07:43:55      23,5           56,8
       791           21.08.2022 07:44:55      23,5           56,8
       792           21.08.2022 07:45:55      23,5           56,7
       793           21.08.2022 07:46:55      23,5           56,7
       794           21.08.2022 07:47:55      23,5           56,7
       795           21.08.2022 07:48:55      23,5           56,7
       796           21.08.2022 07:49:55      23,5           57,6
       797           21.08.2022 07:50:55      23,5           57,2
       798           21.08.2022 07:51:55      23,5           57,1
       799           21.08.2022 07:52:55      23,5           56,9
       800           21.08.2022 07:53:55      23,5           56,8
       801           21.08.2022 07:54:55      23,5           56,7
       802           21.08.2022 07:55:55      23,5           56,6
       803           21.08.2022 07:56:55      23,5           56,4
       804           21.08.2022 07:57:55      23,5           56,3
       805           21.08.2022 07:58:55      23,5           56,1
       806           21.08.2022 07:59:55      23,5             56
       807           21.08.2022 08:00:55      23,5           55,9
       808           21.08.2022 08:01:55      23,5           55,9
       809           21.08.2022 08:02:55      23,5           55,8
       810           21.08.2022 08:03:55      23,4           56,2
       811           21.08.2022 08:04:55      23,4           55,6
       812           21.08.2022 08:05:55      23,4           55,4
       813           21.08.2022 08:06:55      23,4           55,3
       814           21.08.2022 08:07:55      22,4           54,4

